,MTIR,MP2,ECH,M1,M2,M3D,M5,M6,M7,COEM,departement_id,edgt_household_id,household_id,house_type,house_occupation_type,has_internet,household_size,number_of_vehicles,number_of_bikes,household_weight,consumption_units
2672,030,006,0127,4,2,1,1,0,2,56.3902,44,127030,2672,big_col,public_housing,True,2,1,2,56.3902,1.5
2673,030,008,0131,1,1,1,2,0,1,56.3902,44,131030,2673,isolated,owner,True,2,2,1,56.3902,1.5
2674,030,008,0132,1,1,1,1,1,4,116.9848,44,132030,2674,isolated,owner,True,1,2,4,116.9848,1.0
2675,030,006,0133,1,1,1,0,0,0,56.3902,44,133030,2675,isolated,owner,True,2,0,0,56.3902,1.5
2676,030,001,0134,2,1,1,0,0,1,56.3902,44,134030,2676,embracing,owner,True,2,0,1,56.3902,1.5
2677,030,008,0137,3,1,1,1,0,0,116.9848,44,137030,2677,little_col,owner,True,1,1,0,116.9848,1.0
2678,030,005,0140,1,1,2,1,0,0,56.3902,44,140030,2678,isolated,owner,False,2,1,0,56.3902,1.5
2679,030,001,0141,1,3,2,1,0,2,116.9848,44,141030,2679,isolated,renter,False,1,1,2,116.9848,1.0
2680,030,005,0142,4,2,2,0,0,0,116.9848,44,142030,2680,big_col,public_housing,False,1,0,0,116.9848,1.0
2681,030,001,0144,4,2,1,1,0,0,116.9848,44,144030,2681,big_col,public_housing,True,1,1,0,116.9848,1.0
2682,030,002,0145,4,1,1,1,0,1,116.9848,44,145030,2682,big_col,owner,True,1,1,1,116.9848,1.0
2683,030,008,0148,2,1,1,2,0,4,95.3962,44,148030,2683,embracing,owner,True,4,2,4,95.3962,2.1
2684,031,009,0001,3,2,1,1,0,0,114.2343,44,1031,2684,little_col,public_housing,True,1,1,0,114.2343,1.0
2685,031,010,0003,3,1,1,2,0,0,66.9452,44,3031,2685,little_col,owner,True,2,2,0,66.9452,1.5
2686,031,007,0005,4,3,1,1,0,0,114.2343,44,5031,2686,big_col,renter,True,1,1,0,114.2343,1.0
2687,031,009,0006,2,1,1,1,0,2,66.9452,44,6031,2687,embracing,owner,True,2,1,2,66.9452,1.5
2688,031,002,0009,4,2,1,1,0,1,66.9452,44,9031,2688,big_col,public_housing,True,2,1,1,66.9452,1.5
2689,031,003,0012,3,3,1,0,0,0,114.2343,44,12031,2689,little_col,renter,True,1,0,0,114.2343,1.0
2690,031,009,0014,1,1,1,2,0,2,66.9452,44,14031,2690,isolated,owner,True,2,2,2,66.9452,1.5
2691,031,002,0015,4,1,1,2,0,1,66.9452,44,15031,2691,big_col,owner,True,2,2,1,66.9452,1.5
2692,031,009,0017,4,2,1,0,0,0,96.6102,44,17031,2692,big_col,public_housing,True,3,0,0,96.6102,1.6
2693,031,009,0018,2,1,1,2,0,6,96.6102,44,18031,2693,embracing,owner,True,4,2,6,96.6102,2.1
2694,031,002,0020,2,1,1,1,0,0,114.2343,44,20031,2694,embracing,owner,True,1,1,0,114.2343,1.0
2695,031,002,0021,4,2,1,1,0,1,114.2343,44,21031,2695,big_col,public_housing,True,1,1,1,114.2343,1.0
2696,031,007,0022,1,1,2,1,0,1,114.2343,44,22031,2696,isolated,owner,False,1,1,1,114.2343,1.0
2697,031,004,0023,1,1,1,1,0,3,96.6102,44,23031,2697,isolated,owner,True,3,1,3,96.6102,1.6
2698,031,007,0024,3,1,1,2,0,2,66.9452,44,24031,2698,little_col,owner,True,2,2,2,66.9452,1.5
2699,031,003,0025,4,2,1,1,0,0,114.2343,44,25031,2699,big_col,public_housing,True,1,1,0,114.2343,1.0
2700,031,002,0026,4,2,2,2,0,0,66.9452,44,26031,2700,big_col,public_housing,False,2,2,0,66.9452,1.5
2701,031,002,0027,2,1,2,1,0,1,114.2343,44,27031,2701,embracing,owner,False,1,1,1,114.2343,1.0
2702,031,007,0028,2,1,1,1,0,2,96.6102,44,28031,2702,embracing,owner,True,3,1,2,96.6102,2.0
2703,031,002,0030,4,1,1,1,0,1,114.2343,44,30031,2703,big_col,owner,True,1,1,1,114.2343,1.0
2704,031,002,0032,4,2,1,3,0,0,66.9452,44,32031,2704,big_col,public_housing,True,2,3,0,66.9452,1.5
2705,031,009,0034,2,1,1,2,0,2,66.9452,44,34031,2705,embracing,owner,True,2,2,2,66.9452,1.5
2706,031,009,0035,2,1,1,2,0,4,96.6102,44,35031,2706,embracing,owner,True,4,2,4,96.6102,2.1
2707,031,002,0036,2,1,1,1,0,1,114.2343,44,36031,2707,embracing,owner,True,1,1,1,114.2343,1.0
2708,031,009,0037,1,1,2,1,0,0,114.2343,44,37031,2708,isolated,owner,False,1,1,0,114.2343,1.0
2709,031,009,0038,2,1,1,2,0,3,96.6102,44,38031,2709,embracing,owner,True,4,2,3,96.6102,2.1
2710,031,007,0043,2,1,1,1,0,4,96.6102,44,43031,2710,embracing,owner,True,4,1,4,96.6102,2.1
2711,031,009,0044,3,3,1,2,1,2,66.9452,44,44031,2711,little_col,renter,True,2,3,2,66.9452,1.5
2712,031,003,0045,1,1,2,1,0,0,66.9452,44,45031,2712,isolated,owner,False,2,1,0,66.9452,1.5
2713,031,010,0046,1,1,1,2,0,4,96.6102,44,46031,2713,isolated,owner,True,4,2,4,96.6102,2.1
2714,031,004,0047,1,1,1,2,0,2,66.9452,44,47031,2714,isolated,owner,True,2,2,2,66.9452,1.5
2715,031,002,0048,4,2,2,1,0,2,66.9452,44,48031,2715,big_col,public_housing,False,2,1,2,66.9452,1.3
2716,031,004,0052,1,1,1,1,0,3,66.9452,44,52031,2716,isolated,owner,True,2,1,3,66.9452,1.5
2717,031,010,0053,1,1,2,0,0,0,114.2343,44,53031,2717,isolated,owner,False,1,0,0,114.2343,1.0
2718,031,007,0054,2,1,1,2,0,2,66.9452,44,54031,2718,embracing,owner,True,2,2,2,66.9452,1.5
2719,031,007,0056,4,3,1,1,0,1,114.2343,44,56031,2719,big_col,renter,True,1,1,1,114.2343,1.0
2720,031,003,0057,4,2,1,0,0,0,114.2343,44,57031,2720,big_col,public_housing,True,1,0,0,114.2343,1.0
2721,031,002,0059,4,1,1,2,0,0,66.9452,44,59031,2721,big_col,owner,True,2,2,0,66.9452,1.5
2722,031,007,0060,3,1,1,1,0,2,114.2343,44,60031,2722,little_col,owner,True,1,1,2,114.2343,1.0
2723,031,007,0062,1,1,1,2,0,6,96.6102,44,62031,2723,isolated,owner,True,4,2,6,96.6102,2.1
2724,031,007,0064,1,1,1,2,0,1,66.9452,44,64031,2724,isolated,owner,True,2,2,1,66.9452,1.5
2725,031,002,0067,4,2,1,0,0,2,96.6102,44,67031,2725,big_col,public_housing,True,3,0,2,96.6102,1.8
2726,031,007,0068,3,1,1,1,0,2,66.9452,44,68031,2726,little_col,owner,True,2,1,2,66.9452,1.3
2727,031,002,0072,4,2,1,1,0,1,96.6102,44,72031,2727,big_col,public_housing,True,3,1,1,96.6102,1.8
2728,031,010,0074,2,1,1,2,2,5,96.6102,44,74031,2728,embracing,owner,True,4,4,5,96.6102,2.1
2729,031,002,0075,2,1,1,0,1,0,66.9452,44,75031,2729,embracing,owner,True,2,1,0,66.9452,1.5
2730,031,002,0076,2,3,1,1,0,0,114.2343,44,76031,2730,embracing,renter,True,1,1,0,114.2343,1.0
2731,031,002,0077,4,2,1,0,0,2,96.6102,44,77031,2731,big_col,public_housing,True,3,0,2,96.6102,1.6
2732,031,007,0080,2,1,1,2,0,1,66.9452,44,80031,2732,embracing,owner,True,2,2,1,66.9452,1.5
2733,031,003,0081,3,1,1,1,0,2,114.2343,44,81031,2733,little_col,owner,True,1,1,2,114.2343,1.0
2734,031,007,0082,1,1,1,2,0,4,96.6102,44,82031,2734,isolated,owner,True,4,2,4,96.6102,2.1
2735,031,009,0083,3,2,1,1,0,0,114.2343,44,83031,2735,little_col,public_housing,True,1,1,0,114.2343,1.0
2736,031,009,0085,3,3,1,2,0,2,96.6102,44,85031,2736,little_col,renter,True,4,2,2,96.6102,2.1
2737,031,007,0088,2,1,1,3,1,3,96.6102,44,88031,2737,embracing,owner,True,3,4,3,96.6102,2.0
2738,031,007,0090,2,1,1,1,0,4,96.6102,44,90031,2738,embracing,owner,True,5,1,4,96.6102,2.8
2739,031,002,0091,1,1,2,2,0,2,66.9452,44,91031,2739,isolated,owner,False,2,2,2,66.9452,1.5
2740,031,002,0094,4,2,2,0,0,0,114.2343,44,94031,2740,big_col,public_housing,False,1,0,0,114.2343,1.0
2741,031,002,0095,4,2,2,0,0,0,66.9452,44,95031,2741,big_col,public_housing,False,2,0,0,66.9452,1.5
2742,031,009,0098,1,1,1,1,0,0,66.9452,44,98031,2742,isolated,owner,True,2,1,0,66.9452,1.5
2743,031,007,0100,1,1,1,2,0,3,96.6102,44,100031,2743,isolated,owner,True,4,2,3,96.6102,2.3
2744,031,007,0101,3,3,1,1,0,0,66.9452,44,101031,2744,little_col,renter,True,2,1,0,66.9452,1.5
2745,031,010,0102,1,1,1,3,0,5,96.6102,44,102031,2745,isolated,owner,True,4,3,5,96.6102,2.1
2746,031,007,0107,2,3,1,1,0,3,96.6102,44,107031,2746,embracing,renter,True,4,1,3,96.6102,2.5
2747,031,005,0108,3,1,1,1,0,1,114.2343,44,108031,2747,little_col,owner,True,1,1,1,114.2343,1.0
2748,031,009,0109,2,2,1,2,0,3,96.6102,44,109031,2748,embracing,public_housing,True,4,2,3,96.6102,2.1
2749,031,010,0110,1,1,2,1,0,1,114.2343,44,110031,2749,isolated,owner,False,1,1,1,114.2343,1.0
2750,031,004,0111,1,1,1,2,0,2,66.9452,44,111031,2750,isolated,owner,True,2,2,2,66.9452,1.5
2751,031,003,0113,4,3,1,0,0,0,114.2343,44,113031,2751,big_col,renter,True,1,0,0,114.2343,1.0
2752,031,009,0114,3,3,2,0,0,0,114.2343,44,114031,2752,little_col,renter,False,1,0,0,114.2343,1.0
2753,031,009,0115,2,1,1,1,0,1,66.9452,44,115031,2753,embracing,owner,True,2,1,1,66.9452,1.5
2754,031,002,0116,3,2,1,1,0,0,66.9452,44,116031,2754,little_col,public_housing,True,2,1,0,66.9452,1.5
2755,031,002,0118,4,2,1,2,0,1,66.9452,44,118031,2755,big_col,public_housing,True,2,2,1,66.9452,1.5
2756,031,002,0119,4,3,2,1,0,0,114.2343,44,119031,2756,big_col,renter,False,1,1,0,114.2343,1.0
2757,031,002,0120,2,3,1,4,0,4,96.6102,44,120031,2757,embracing,renter,True,4,4,4,96.6102,2.5
2758,031,009,0123,1,1,1,3,0,4,96.6102,44,123031,2758,isolated,owner,True,5,3,4,96.6102,2.8
2759,031,007,0124,1,1,1,2,1,4,66.9452,44,124031,2759,isolated,owner,True,2,3,4,66.9452,1.5
2760,031,002,0126,4,2,1,1,0,0,66.9452,44,126031,2760,big_col,public_housing,True,2,1,0,66.9452,1.5
2761,031,002,0128,4,2,1,0,1,1,114.2343,44,128031,2761,big_col,public_housing,True,1,1,1,114.2343,1.0
2762,031,002,0130,4,2,1,1,0,3,96.6102,44,130031,2762,big_col,public_housing,True,5,1,3,96.6102,2.4
2763,032,001,0002,1,1,1,2,0,2,53.7648,44,2032,2763,isolated,owner,True,2,2,2,53.7648,1.5
2764,032,003,0004,3,1,1,0,0,0,58.3376,44,4032,2764,little_col,owner,True,1,0,0,58.3376,1.0
2765,032,002,0006,3,3,2,1,0,0,58.3376,44,6032,2765,little_col,renter,False,1,1,0,58.3376,1.0
2766,032,001,0007,3,3,1,2,0,0,56.8101,44,7032,2766,little_col,renter,True,3,2,0,56.8101,1.8
2767,032,002,0008,4,3,2,0,0,0,58.3376,44,8032,2767,big_col,renter,False,1,0,0,58.3376,1.0
2768,032,001,0010,3,3,1,2,0,8,49.6435,44,10032,2768,little_col,renter,True,4,2,8,49.6435,2.1
2769,032,001,0013,3,4,1,2,0,2,53.7648,44,13032,2769,little_col,others,True,2,2,2,53.7648,1.5
2770,032,001,0014,2,1,2,0,0,0,58.3376,44,14032,2770,embracing,owner,False,1,0,0,58.3376,1.0
2771,032,001,0015,2,1,1,3,0,4,49.6435,44,15032,2771,embracing,owner,True,5,3,4,49.6435,2.4
2772,032,003,0016,2,1,1,2,0,0,53.7648,44,16032,2772,embracing,owner,True,2,2,0,53.7648,1.5
2773,032,001,0017,2,1,1,1,0,1,58.3376,44,17032,2773,embracing,owner,True,1,1,1,58.3376,1.0
2774,032,001,0019,4,2,2,0,0,1,53.7648,44,19032,2774,big_col,public_housing,False,2,0,1,53.7648,1.5
2775,032,002,0020,4,1,2,1,0,0,53.7648,44,20032,2775,big_col,owner,False,2,1,0,53.7648,1.5
2776,032,001,0024,4,1,1,1,0,0,58.3376,44,24032,2776,big_col,owner,True,1,1,0,58.3376,1.0
2777,032,002,0026,4,3,1,1,0,0,53.7648,44,26032,2777,big_col,renter,True,2,1,0,53.7648,1.3
2778,032,002,0028,3,2,1,2,0,2,49.6435,44,28032,2778,little_col,public_housing,True,4,2,2,49.6435,2.1
2779,032,001,0030,3,1,1,1,0,0,53.7648,44,30032,2779,little_col,owner,True,2,1,0,53.7648,1.3
2780,032,001,0032,4,1,1,1,0,0,58.3376,44,32032,2780,big_col,owner,True,1,1,0,58.3376,1.0
2781,032,002,0035,4,1,1,1,0,2,58.3376,44,35032,2781,big_col,owner,True,1,1,2,58.3376,1.0
2782,032,002,0036,2,1,2,1,0,1,58.3376,44,36032,2782,embracing,owner,False,1,1,1,58.3376,1.0
2783,032,003,0039,1,1,1,2,0,3,56.8101,44,39032,2783,isolated,owner,True,3,2,3,56.8101,1.8
2784,032,003,0040,2,1,1,2,0,1,56.8101,44,40032,2784,embracing,owner,True,3,2,1,56.8101,1.8
2785,032,001,0042,2,3,1,1,0,4,49.6435,44,42032,2785,embracing,renter,True,4,1,4,49.6435,2.3
2786,032,001,0043,2,1,1,2,1,3,56.8101,44,43032,2786,embracing,owner,True,3,3,3,56.8101,1.8
2787,032,002,0048,4,2,1,1,0,1,53.7648,44,48032,2787,big_col,public_housing,True,2,1,1,53.7648,1.5
2788,032,002,0049,4,3,2,0,0,0,58.3376,44,49032,2788,big_col,renter,False,1,0,0,58.3376,1.0
2789,032,002,0050,4,1,1,0,0,0,58.3376,44,50032,2789,big_col,owner,True,1,0,0,58.3376,1.0
2790,032,003,0051,1,1,1,1,0,4,49.6435,44,51032,2790,isolated,owner,True,4,1,4,49.6435,2.1
2791,032,001,0052,3,3,1,2,0,2,53.7648,44,52032,2791,little_col,renter,True,2,2,2,53.7648,1.5
2792,032,002,0053,1,1,1,2,0,1,49.6435,44,53032,2792,isolated,owner,True,4,2,1,49.6435,2.5
2793,032,002,0054,4,1,1,1,0,2,58.3376,44,54032,2793,big_col,owner,True,1,1,2,58.3376,1.0
2794,032,002,0056,4,1,1,2,0,1,56.8101,44,56032,2794,big_col,owner,True,3,2,1,56.8101,1.8
2795,032,001,0057,4,3,1,1,1,1,53.7648,44,57032,2795,big_col,renter,True,2,2,1,53.7648,1.5
2796,032,002,0058,4,3,1,2,0,0,58.3376,44,58032,2796,big_col,renter,True,1,2,0,58.3376,1.0
2797,032,001,0061,3,1,2,1,0,0,58.3376,44,61032,2797,little_col,owner,False,1,1,0,58.3376,1.0
2798,032,002,0062,3,2,2,1,0,1,58.3376,44,62032,2798,little_col,public_housing,False,1,1,1,58.3376,1.0
2799,032,003,0063,2,1,1,1,0,3,56.8101,44,63032,2799,embracing,owner,True,3,1,3,56.8101,1.6
2800,032,003,0064,3,3,1,1,0,0,58.3376,44,64032,2800,little_col,renter,True,1,1,0,58.3376,1.0
2801,032,002,0065,4,2,1,1,0,0,53.7648,44,65032,2801,big_col,public_housing,True,2,1,0,53.7648,1.3
2802,032,001,0067,3,3,2,0,0,0,58.3376,44,67032,2802,little_col,renter,False,1,0,0,58.3376,1.0
2803,032,002,0068,4,1,1,1,0,1,58.3376,44,68032,2803,big_col,owner,True,1,1,1,58.3376,1.0
2804,032,002,0069,4,3,1,1,0,3,49.6435,44,69032,2804,big_col,renter,True,4,1,3,49.6435,2.3
2805,032,001,0070,1,1,1,3,0,5,49.6435,44,70032,2805,isolated,owner,True,4,3,5,49.6435,2.5
2806,032,003,0071,1,5,2,1,0,1,58.3376,44,71032,2806,isolated,others,False,1,1,1,58.3376,1.0
2807,032,003,0074,2,1,1,2,0,3,53.7648,44,74032,2807,embracing,owner,True,2,2,3,53.7648,1.5
2808,032,001,0075,4,3,1,1,0,0,58.3376,44,75032,2808,big_col,renter,True,1,1,0,58.3376,1.0
2809,032,002,0076,4,2,1,1,0,2,56.8101,44,76032,2809,big_col,public_housing,True,3,1,2,56.8101,1.6
2810,032,003,0077,2,1,2,1,0,0,58.3376,44,77032,2810,embracing,owner,False,1,1,0,58.3376,1.0
2811,032,002,0079,1,1,1,2,0,2,56.8101,44,79032,2811,isolated,owner,True,3,2,2,56.8101,2.0
2812,032,001,0080,4,1,1,1,0,0,53.7648,44,80032,2812,big_col,owner,True,2,1,0,53.7648,1.5
2813,032,002,0082,4,2,1,1,1,0,58.3376,44,82032,2813,big_col,public_housing,True,1,2,0,58.3376,1.0
2814,032,003,0084,2,1,1,1,0,2,53.7648,44,84032,2814,embracing,owner,True,2,1,2,53.7648,1.5
2815,032,001,0085,4,3,1,1,0,0,58.3376,44,85032,2815,big_col,renter,True,1,1,0,58.3376,1.0
2816,032,003,0087,1,1,1,1,0,0,58.3376,44,87032,2816,isolated,owner,True,1,1,0,58.3376,1.0
2817,032,001,0088,2,1,1,1,0,0,58.3376,44,88032,2817,embracing,owner,True,1,1,0,58.3376,1.0
2818,032,003,0089,3,3,1,2,0,7,53.7648,44,89032,2818,little_col,renter,True,2,2,7,53.7648,1.5
2819,032,002,0090,4,2,1,1,0,1,49.6435,44,90032,2819,big_col,public_housing,True,6,1,1,49.6435,2.7
2820,032,003,0092,2,1,1,1,0,0,58.3376,44,92032,2820,embracing,owner,True,1,1,0,58.3376,1.0
2821,032,002,0093,4,1,1,1,0,0,58.3376,44,93032,2821,big_col,owner,True,1,1,0,58.3376,1.0
2822,032,002,0094,4,3,1,1,0,0,58.3376,44,94032,2822,big_col,renter,True,1,1,0,58.3376,1.0
2823,032,003,0095,1,1,1,2,1,5,49.6435,44,95032,2823,isolated,owner,True,4,3,5,49.6435,2.1
2824,032,001,0097,4,1,1,1,0,0,53.7648,44,97032,2824,big_col,owner,True,2,1,0,53.7648,1.5
2825,032,003,0098,1,1,1,2,0,2,53.7648,44,98032,2825,isolated,owner,True,2,2,2,53.7648,1.5
2826,032,001,0099,1,1,1,1,0,1,53.7648,44,99032,2826,isolated,owner,True,2,1,1,53.7648,1.5
2827,032,001,0100,1,1,1,2,0,2,53.7648,44,100032,2827,isolated,owner,True,2,2,2,53.7648,1.5
2828,032,002,0102,4,2,1,1,0,0,49.6435,44,102032,2828,big_col,public_housing,True,4,1,0,49.6435,2.1
2829,032,001,0104,3,3,1,2,1,3,56.8101,44,104032,2829,little_col,renter,True,3,3,3,56.8101,1.8
2830,032,001,0105,1,1,1,2,0,2,56.8101,44,105032,2830,isolated,owner,True,3,2,2,56.8101,2.0
2831,032,002,0106,1,1,1,2,1,4,49.6435,44,106032,2831,isolated,owner,True,4,3,4,49.6435,2.3
2832,032,002,0107,4,3,1,0,1,1,53.7648,44,107032,2832,big_col,renter,True,2,1,1,53.7648,1.3
2833,032,002,0108,3,3,1,2,0,0,53.7648,44,108032,2833,little_col,renter,True,2,2,0,53.7648,1.5
2834,032,003,0109,1,1,1,2,1,2,53.7648,44,109032,2834,isolated,owner,True,2,3,2,53.7648,1.5
2835,032,001,0114,1,1,1,1,0,2,53.7648,44,114032,2835,isolated,owner,True,2,1,2,53.7648,1.5
2836,032,003,0116,1,1,1,1,0,2,53.7648,44,116032,2836,isolated,owner,True,2,1,2,53.7648,1.5
2837,032,001,0120,1,1,1,1,0,0,58.3376,44,120032,2837,isolated,owner,True,1,1,0,58.3376,1.0
2838,032,001,0121,1,1,1,2,0,4,53.7648,44,121032,2838,isolated,owner,True,2,2,4,53.7648,1.5
2839,032,001,0123,3,1,1,2,0,1,53.7648,44,123032,2839,little_col,owner,True,2,2,1,53.7648,1.5
2840,032,002,0124,4,2,1,2,0,1,53.7648,44,124032,2840,big_col,public_housing,True,2,2,1,53.7648,1.5
2841,032,002,0125,1,1,1,2,0,0,53.7648,44,125032,2841,isolated,owner,True,2,2,0,53.7648,1.5
2842,032,002,0127,4,1,1,1,0,1,58.3376,44,127032,2842,big_col,owner,True,1,1,1,58.3376,1.0
2843,032,001,0130,3,1,1,1,0,0,58.3376,44,130032,2843,little_col,owner,True,1,1,0,58.3376,1.0
2844,032,003,0131,3,4,1,1,1,2,58.3376,44,131032,2844,little_col,others,True,1,2,2,58.3376,1.0
2845,032,002,0134,4,1,1,1,0,0,58.3376,44,134032,2845,big_col,owner,True,1,1,0,58.3376,1.0
2846,032,002,0138,4,3,1,1,0,0,58.3376,44,138032,2846,big_col,renter,True,1,1,0,58.3376,1.0
2847,033,002,0001,1,1,1,2,2,2,65.2084,44,1033,2847,isolated,owner,True,4,4,2,65.2084,2.5
2848,033,003,0002,2,1,1,1,0,0,49.5631,44,2033,2848,embracing,owner,True,2,1,0,49.5631,1.5
2849,033,008,0003,2,1,1,2,0,3,65.2084,44,3033,2849,embracing,owner,True,4,2,3,65.2084,2.1
2850,033,003,0004,1,1,2,0,0,0,44.2725,44,4033,2850,isolated,owner,False,1,0,0,44.2725,1.0
2851,033,006,0005,3,2,1,2,1,0,50.2417,44,5033,2851,little_col,public_housing,True,5,3,0,50.2417,3.0
2852,033,002,0006,1,1,1,2,0,0,65.2084,44,6033,2852,isolated,owner,True,3,2,0,65.2084,1.8
2853,033,008,0007,4,3,1,2,0,0,65.2084,44,7033,2853,big_col,renter,True,3,2,0,65.2084,1.8
2854,033,008,0008,4,1,1,2,0,1,44.2725,44,8033,2854,big_col,owner,True,1,2,1,44.2725,1.0
2855,033,008,0009,1,1,1,1,0,1,44.2725,44,9033,2855,isolated,owner,True,1,1,1,44.2725,1.0
2856,033,006,0011,1,1,1,1,0,0,49.5631,44,11033,2856,isolated,owner,True,2,1,0,49.5631,1.5
2857,033,006,0012,1,1,2,1,0,0,44.2725,44,12033,2857,isolated,owner,False,1,1,0,44.2725,1.0
2858,033,003,0013,2,1,1,1,0,1,44.2725,44,13033,2858,embracing,owner,True,1,1,1,44.2725,1.0
2859,033,008,0014,4,3,1,1,0,0,44.2725,44,14033,2859,big_col,renter,True,1,1,0,44.2725,1.0
2860,033,002,0015,2,3,1,1,0,1,44.2725,44,15033,2860,embracing,renter,True,1,1,1,44.2725,1.0
2861,033,002,0018,1,1,1,2,1,7,50.2417,44,18033,2861,isolated,owner,True,5,3,7,50.2417,2.6
2862,033,008,0021,4,1,1,2,0,1,49.5631,44,21033,2862,big_col,owner,True,2,2,1,49.5631,1.5
2863,033,002,0023,2,1,1,2,0,1,65.2084,44,23033,2863,embracing,owner,True,4,2,1,65.2084,2.1
2864,033,008,0024,2,1,2,1,0,0,49.5631,44,24033,2864,embracing,owner,False,2,1,0,49.5631,1.5
2865,033,006,0026,2,1,1,1,1,5,65.2084,44,26033,2865,embracing,owner,True,4,2,5,65.2084,2.1
2866,033,003,0027,1,1,1,2,0,2,49.5631,44,27033,2866,isolated,owner,True,2,2,2,49.5631,1.5
2867,033,002,0030,2,1,1,2,0,1,65.2084,44,30033,2867,embracing,owner,True,4,2,1,65.2084,2.5
2868,033,003,0031,2,1,1,2,0,2,65.2084,44,31033,2868,embracing,owner,True,4,2,2,65.2084,2.1
2869,033,006,0033,1,1,1,1,0,1,49.5631,44,33033,2869,isolated,owner,True,2,1,1,49.5631,1.5
2870,033,002,0035,1,1,1,1,0,0,44.2725,44,35033,2870,isolated,owner,True,1,1,0,44.2725,1.0
2871,033,002,0037,2,1,1,1,0,2,49.5631,44,37033,2871,embracing,owner,True,2,1,2,49.5631,1.5
2872,033,008,0039,2,1,1,2,0,3,65.2084,44,39033,2872,embracing,owner,True,3,2,3,65.2084,2.0
2873,033,002,0040,4,3,1,2,0,1,49.5631,44,40033,2873,big_col,renter,True,2,2,1,49.5631,1.5
2874,033,006,0041,2,1,1,2,0,1,49.5631,44,41033,2874,embracing,owner,True,2,2,1,49.5631,1.5
2875,033,002,0043,1,1,2,2,0,1,49.5631,44,43033,2875,isolated,owner,False,2,2,1,49.5631,1.5
2876,033,006,0044,3,2,1,1,0,1,44.2725,44,44033,2876,little_col,public_housing,True,1,1,1,44.2725,1.0
2877,033,003,0046,4,3,1,2,0,0,49.5631,44,46033,2877,big_col,renter,True,2,2,0,49.5631,1.5
2878,033,003,0047,2,1,1,2,0,3,65.2084,44,47033,2878,embracing,owner,True,4,2,3,65.2084,2.1
2879,033,002,0048,2,1,1,2,0,2,49.5631,44,48033,2879,embracing,owner,True,2,2,2,49.5631,1.5
2880,033,008,0053,1,1,1,1,0,0,44.2725,44,53033,2880,isolated,owner,True,1,1,0,44.2725,1.0
2881,033,002,0055,3,3,1,1,0,0,44.2725,44,55033,2881,little_col,renter,True,1,1,0,44.2725,1.0
2882,033,006,0056,2,1,1,3,0,5,50.2417,44,56033,2882,embracing,owner,True,5,3,5,50.2417,2.8
2883,033,006,0057,3,2,1,1,0,0,49.5631,44,57033,2883,little_col,public_housing,True,2,1,0,49.5631,1.3
2884,033,006,0059,1,1,2,2,0,2,49.5631,44,59033,2884,isolated,owner,False,2,2,2,49.5631,1.5
2885,033,006,0060,3,2,2,1,0,2,50.2417,44,60033,2885,little_col,public_housing,False,8,1,2,50.2417,3.5
2886,033,008,0061,1,1,1,2,0,2,49.5631,44,61033,2886,isolated,owner,True,2,2,2,49.5631,1.5
2887,033,002,0062,3,2,1,1,0,0,44.2725,44,62033,2887,little_col,public_housing,True,1,1,0,44.2725,1.0
2888,033,008,0063,4,1,2,0,0,0,44.2725,44,63033,2888,big_col,owner,False,1,0,0,44.2725,1.0
2889,033,003,0064,3,3,2,0,0,0,44.2725,44,64033,2889,little_col,renter,False,1,0,0,44.2725,1.0
2890,033,008,0065,1,2,2,0,1,0,44.2725,44,65033,2890,isolated,public_housing,False,1,1,0,44.2725,1.0
2891,033,008,0066,2,1,1,2,0,4,65.2084,44,66033,2891,embracing,owner,True,4,2,4,65.2084,2.1
2892,033,006,0067,3,2,1,0,0,0,44.2725,44,67033,2892,little_col,public_housing,True,1,0,0,44.2725,1.0
2893,033,008,0068,1,1,1,1,0,2,65.2084,44,68033,2893,isolated,owner,True,4,1,2,65.2084,2.1
2894,033,008,0070,1,1,1,1,0,1,44.2725,44,70033,2894,isolated,owner,True,1,1,1,44.2725,1.0
2895,033,006,0071,3,1,1,1,0,0,44.2725,44,71033,2895,little_col,owner,True,1,1,0,44.2725,1.0
2896,033,002,0072,2,1,1,1,0,1,44.2725,44,72033,2896,embracing,owner,True,1,1,1,44.2725,1.0
2897,033,002,0073,1,1,1,2,0,2,49.5631,44,73033,2897,isolated,owner,True,2,2,2,49.5631,1.5
2898,033,008,0077,2,1,1,1,0,2,44.2725,44,77033,2898,embracing,owner,True,1,1,2,44.2725,1.0
2899,033,002,0079,3,3,1,1,0,0,44.2725,44,79033,2899,little_col,renter,True,1,1,0,44.2725,1.0
2900,033,006,0080,3,2,1,1,0,0,44.2725,44,80033,2900,little_col,public_housing,True,1,1,0,44.2725,1.0
2901,033,006,0081,2,1,1,2,1,2,49.5631,44,81033,2901,embracing,owner,True,2,3,2,49.5631,1.5
2902,033,002,0082,1,1,1,2,1,2,49.5631,44,82033,2902,isolated,owner,True,2,3,2,49.5631,1.5
2903,033,002,0083,2,1,2,2,0,4,44.2725,44,83033,2903,embracing,owner,False,1,2,4,44.2725,1.0
2904,033,002,0085,1,1,1,2,0,2,49.5631,44,85033,2904,isolated,owner,True,2,2,2,49.5631,1.5
2905,033,006,0086,2,1,2,1,0,0,44.2725,44,86033,2905,embracing,owner,False,1,1,0,44.2725,1.0
